id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
41380086,Premium high-end 2BR apt in Box Hill,215954615,Tianwei,,Whitehorse,-37.81939,145.12423,Entire home/apt,170,1,2,2020-01-15,0.27,2,136
41380943,One bedroom city view apartment in Southbank,68957504,Ellen,,Melbourne,-37.82734,144.96179,Entire home/apt,129,1,4,2020-02-15,0.57,1,44
41381334,Studio79 - your urban haven in Melbourne,325422803,Sarah & Peter,,Yarra,-37.7826,144.96591,Entire home/apt,135,2,5,2020-02-29,0.71,1,90
41381425,Royal Stays|Near Casino|Wifi|Kitchen|Laundry|Prime Location,181538235,Shahrukh,,Port Phillip,-37.82849,144.96064,Entire home/apt,128,1,0,,,34,334
41382121,Arise Collins House - 1 Bedroom Apartment,325425823,Collins House,,Melbourne,-37.81669,144.95829,Entire home/apt,199,1,5,2020-06-27,2.42,2,359
41382197,Royal Stays|Near Casino|Wifi|Kitchen|Laundry|Prime Location,181538235,Shahrukh,,Melbourne,-37.82419,144.9622,Entire home/apt,149,1,0,,,34,293
41382311,Riverside 2 bedroom cabin,15783446,Gil,,Yarra Ranges,-37.75084,145.64839,Entire home/apt,80,50,0,,,2,89
41382498,"St  Kilda West :  Beach, Cafes, Parklands & More",220443204,Suzanne,,Port Phillip,-37.85547,144.97197,Entire home/apt,128,2,6,2020-04-18,0.93,1,91
41383381,墨尔本中心 Vision apartment (master room),96962159,Ding,,Melbourne,-37.80747,144.96001,Private room,50,1,1,2020-01-30,0.15,7,0
41383443,"Private Granny Flat, ground floor of family home",42791597,Bron,,Melbourne,-37.79767,144.92298,Entire home/apt,85,1,13,2020-03-21,1.81,1,180
41383563,Among the Hills,233035019,Mary,,Yarra Ranges,-37.84099,145.44857,Entire home/apt,95,1,18,2020-03-22,2.48,1,25
41384167,Dreamhost at Linx Prahran,50335286,DreamHost,,Stonnington,-37.8505,144.99027,Entire home/apt,115,1,1,2020-02-28,0.17,15,0
41384180,Williamstown’s Hidden Treasure - Fernview Cottage,325395334,Ayda,,Hobsons Bay,-37.86658,144.89967,Entire home/apt,85,1,2,2020-03-05,0.33,1,0
41384614,"Charming Terrace House, Sensational Location!",154877871,Justin,,Melbourne,-37.79991,144.97097,Entire home/apt,89,2,4,2020-07-08,0.57,46,151
41384969,City View Sanctuary,182040452,Hayley,,Wyndham,-37.89685,144.77981,Private room,40,4,3,2020-02-29,0.46,1,109
41387068,Best place to explore city,325067973,Ali,,Melbourne,-37.81264,144.95358,Private room,65,1,2,2020-01-25,0.29,1,89
41387691,MV E Tower with carpark and city + dockland view,76510215,Annabelle&Suzy,,Melbourne,-37.81029,144.95062,Entire home/apt,110,1,8,2020-03-21,1.19,9,0
41388684,Unbelievable full city view SKY High $$$Location!,156853844,Xixi,,Melbourne,-37.81089,144.96327,Entire home/apt,117,2,6,2020-02-23,0.80,1,0
41390349,Hawthorn Victorian style Ensuite room near station,241121129,Maggie,,Boroondara,-37.8229,145.04237,Private room,68,15,11,2020-03-27,1.50,6,180
41390379,~~ RELAXING STAY IN A PEACEFUL ROOM 7KMS TO CBD ~~,300382062,Jennifer,,Maribyrnong,-37.79141,144.86613,Private room,40,1,6,2020-07-03,0.84,1,0
41396070,Home Sweet Home,325578602,Tony,,Monash,-37.8797,145.16645,Entire home/apt,150,1,2,2020-02-29,0.29,1,180
41396840,Friendly Home away from cosy home,280533577,Joseph,,Port Phillip,-37.86166,145.00741,Private room,50,2,5,2020-03-17,0.73,1,179
41398156,Budget Private Room in Clayton,325592663,Josephine,,Monash,-37.91431,145.12323,Private room,22,1,3,2020-05-31,0.60,1,217
41408188,Domi Rentals - The Meadow Gardens,45356831,Domi,,Glen Eira,-37.87046,145.00647,Entire home/apt,83,14,0,,,63,364
41408884,Vivi’s house,325714512,Viviana,,Port Phillip,-37.84315,144.9438,Private room,75,2,2,2020-02-05,0.28,1,180
41409795,"Spacious Loft, With Lots Of Natural Light",5383441,Hometime,,Yarra,-37.80463,144.98348,Entire home/apt,157,2,3,2020-02-13,0.42,6,0
41410179,Next  Convention Center / Ocean View Parking free,305153677,Captain,,Melbourne,-37.82649,144.95792,Entire home/apt,122,1,5,2020-07-04,0.72,6,0
41410600,Heyday Apartments - Heidelberg,110705564,Lina,,Banyule,-37.75303,145.06169,Entire home/apt,139,3,0,,,16,0
41410673,"Big Bedroom, Heritage renovated Home leafly street",325738598,Hoa,,Maribyrnong,-37.79305,144.89237,Private room,45,21,2,2020-02-24,0.32,4,324
41411151,独栋两层新别墅五房5-10人,309634814,Lily,,Wyndham,-37.91818,144.74874,Entire home/apt,288,2,2,2020-02-01,0.29,3,364
41411204,Windsor Nest-Close to Chapel st most iconic spots,105649534,Giles,,Stonnington,-37.85223,144.98888,Entire home/apt,180,14,2,2020-02-23,0.30,1,281
41412194,Albert Park City View Stylish 1 Bedroom Apartment,51711235,Zanyar,,Port Phillip,-37.84786,144.97851,Entire home/apt,85,2,13,2020-07-08,1.87,1,59
41413560,Amazing 2BR in Southbank,325778256,Aaron,,Melbourne,-37.82342,144.96066,Entire home/apt,183,1,0,,,1,0
41414395,B&B in a Rain Forest by Olinda Village 2 Rooms,4600409,Michael,,Yarra Ranges,-37.85392,145.36568,Private room,251,1,0,,,4,163
41416800,Huge City Apartment - Australian Open Special!,314591231,Heath,,Melbourne,-37.81651,144.95968,Entire home/apt,500,7,1,2020-01-11,0.13,1,91
41417210,Two-bedroom privacy option in Zen Zone,14461787,Ursula,,Whitehorse,-37.85603,145.13628,Entire home/apt,89,4,0,,,3,0
41417564,Victorian Terrace on Bevan,41956890,Donna,,Port Phillip,-37.83987,144.9534,Entire home/apt,112,1,1,2020-01-15,0.14,2,0
41422332,House Pad with King bed and City Views,290153663,Zagame'S House,,Melbourne,-37.80557,144.96747,Private room,222,1,1,2020-02-25,0.17,5,365
41422358,Neon Suite with a separate spacious lounge,290153663,Zagame'S House,,Melbourne,-37.80453,144.96751,Private room,592,1,0,,,5,365
41422391,House Room with Twin beds and City Views,290153663,Zagame'S House,,Melbourne,-37.80556,144.96721,Private room,222,1,0,,,5,365
41422446,Corner Suite with King bed and City views,290153663,Zagame'S House,,Melbourne,-37.80605,144.9667,Private room,262,1,0,,,5,365
41424083,House Room with King bed and City Views,290153663,Zagame'S House,,Melbourne,-37.8055,144.96698,Private room,202,1,2,2020-07-04,0.80,5,365
41432000,★TOP LOCATION★ HUGE MODERN CBD 1BD+RESORT FACILITY,310263639,Brian,,Melbourne,-37.81724,144.95451,Entire home/apt,85,1,6,2020-03-24,0.87,1,0
41437769,Parking. PrivateBathroom. Melbourne city. WIFI,326069109,Matthew,,Maribyrnong,-37.79949,144.90588,Private room,52,1,0,,,1,90
41437785,Brand New 1BD CITY APT 3 months+ | Near Uni,147499298,Yong & Yuyang,,Melbourne,-37.81033,144.94938,Entire home/apt,79,28,1,2020-04-07,0.22,1,362
41437899,St Kilda Beachfront Penthouse,326073204,Jon,,Port Phillip,-37.86344,144.97296,Entire home/apt,303,1,7,2020-07-08,0.98,1,362
41438029,2 Bedroom Apartment in the city,62186449,Louna,,Melbourne,-37.8096,144.98663,Entire home/apt,99,1,0,,,5,364
41438219,Private Masterroom with your own bathroom,301757336,Prodigy,,Whitehorse,-37.8132,145.12506,Private room,55,3,3,2020-06-30,0.42,5,89
41438526,Victoria One High Rise Apt+ Free Travel Wifi,58123014,Vivien,,Melbourne,-37.80841,144.96133,Entire home/apt,125,1,2,2020-03-08,0.31,8,0
41438773,Melbourne City Centre- High Rise + Free PocketWifi,58123014,Vivien,,Melbourne,-37.81041,144.96245,Entire home/apt,125,1,1,2020-02-09,0.15,8,0
41438852,Unit6 Sixty Two On Grey,321094035,SixtyTwo,,Port Phillip,-37.86252,144.9805,Private room,63,1,3,2020-06-28,0.56,5,91
41439072,Charming 3BR furnished townhouse *Inner city oasis,215954615,Tianwei,,Hobsons Bay,-37.85609,144.88296,Entire home/apt,219,2,1,2020-01-28,0.15,2,0
41439322,The Tranquil Tree home,40937639,Jenny,,Whitehorse,-37.83756,145.12325,Private room,40,7,0,,,1,114
41439433,Hotel style guest suite-central of Port Melbourne2,34310230,Karen,,Port Phillip,-37.83595,144.93659,Entire home/apt,80,1,10,2020-03-18,1.33,6,365
41440161,Haydens Haven -Great Bayside Location by the Beach,114013936,Annette,,Bayside,-37.98494,145.02966,Entire home/apt,1100,5,2,2020-03-07,0.29,1,180
41440333,Fab 1920’s New York style penthouse apartment,52853814,Robert,,Melbourne,-37.8099,144.95075,Entire home/apt,155,3,0,,,1,178
41440638,Colourful townhouse *AMAZING LOCATION*,326099779,Ashley,,Yarra,-37.79497,144.99196,Entire home/apt,120,28,0,,,1,253
41441234,Amazing apartment just next to Crown Casino,91899887,Juliana,,Melbourne,-37.82325,144.96463,Private room,60,3,3,2020-01-31,0.42,1,10
41441474,墨尔本doncaster度假花园别墅,326105168,Li,,Manningham,-37.78188,145.12954,Entire home/apt,302,2,1,2020-01-27,0.14,4,363
41441770,Luxury Motor home.,13113345,Craig,,Port Phillip,-37.85813,144.97025,Entire home/apt,200,2,0,,,3,181
41442244,Instaworthy views ★ Ace Location ★ Walk Everywhere,79398189,Ruth,,Melbourne,-37.81038,144.96381,Entire home/apt,99,1,2,2020-03-20,0.37,1,138
41443348,Melbourne DoncasterRose Garden Holiday House,326105168,Li,,Manningham,-37.7837,145.12882,Entire home/apt,277,2,2,2020-02-07,0.28,4,364
41443478,The Crown of Southbank,14426799,Carl,,Melbourne,-37.82554,144.95921,Entire home/apt,178,28,1,2020-03-01,0.17,7,0
41444244,Sun-lit Room w/Splash of Glam!Close to Airpt&Train,273436659,Rahul,,Melton,-37.62911,144.71865,Private room,41,3,4,2020-02-29,0.56,4,365
41456255,Beautiful Large Room in very Covenient Location.,21483644,Sandy,,Brimbank,-37.78012,144.84367,Private room,55,1,0,,,2,364
41458074,"Charming family home, close to Melbourne CBD",33004384,David,,Glen Eira,-37.92725,145.05018,Entire home/apt,163,4,0,,,1,0
41459258,"Wattle Bird House , tranquil gardens",20400356,Sandy And Ange,,Yarra Ranges,-37.65987,145.52118,Entire home/apt,227,1,0,,,7,295
41459741,New one-bed apt in Moonee Ponds,126352874,Erin,,Moonee Valley,-37.76456,144.91954,Entire home/apt,78,1,15,2020-03-18,2.13,1,0
41460831,Private Room in Elegant Design Home with Back Deck,230979642,Emma,,Whittlesea,-37.5844,145.08101,Private room,34,2,1,2020-01-18,0.14,1,0
41461989,CBD Apartment in Parisian Style Building!,67275695,Helen,,Melbourne,-37.8206,144.95651,Entire home/apt,112,2,6,2020-03-14,0.83,1,0
41462210,Cosy & lush 2 bdrm unit - 5 mins to Monash Uni,10121583,Jon,,Stonnington,-37.87,145.03558,Entire home/apt,95,4,6,2020-07-14,0.84,2,334
41462223,Luxury Cutter Street Apartment,93391912,Charlotte,,Yarra,-37.82758,145.00924,Entire home/apt,129,2,1,2020-05-09,0.29,7,99
41462612,Flinders Way On Flinders Lane,89058738,Peter,,Melbourne,-37.81629,144.96504,Entire home/apt,70,7,1,2020-01-24,0.14,4,90
41462616,Unil Apartments,56141081,Unil,,Monash,-37.87983,145.16596,Entire home/apt,150,3,0,,,5,365
41462671,"600 m to ferry terminal and beach, close to city.",42877825,Troy,,Port Phillip,-37.83977,144.93613,Private room,70,1,4,2020-03-14,0.56,1,365
41465849,Delahey Quiet Home stay,82383519,Sima,,Brimbank,-37.71527,144.76701,Private room,60,1,5,2020-03-28,0.88,1,91
41467171,Room–2 king-singles in gorgeous nature apartment,10401654,Kathryn,,Yarra,-37.77977,144.96474,Private room,75,1,5,2020-02-21,0.77,2,0
41468602,Entire heritage listed apartment in St Kilda,44209758,Mónica,,Port Phillip,-37.85796,144.97805,Entire home/apt,300,2,1,2020-03-17,0.19,2,363
41471612,高端大气的帝国大厦 位于墨尔本的市中心 两房两厅一卫 适合短期探親旅游人士,285621062,Holly,,Melbourne,-37.80842,144.96157,Entire home/apt,277,3,1,2020-01-27,0.14,2,89
41472650,a clean and comfortalbe home,326164682,Hu,,Melbourne,-37.812,144.95956,Private room,75,3,2,2020-02-23,0.27,1,91
41479407,Style and convenience in the heart of Richmond,1810388,Milly,,Yarra,-37.82531,144.99583,Entire home/apt,90,13,9,2020-07-15,1.38,1,168
41479759,"Good location, cheap, and cosy apartment",55243265,Ethen,,Glen Eira,-37.89632,145.01039,Entire home/apt,120,3,0,,,2,20
41479881,Central Ascot Vale,47681248,Tim,,Moonee Valley,-37.77886,144.90493,Private room,55,1,3,2020-03-13,0.48,2,311
41481927,Inner city at its best!,28605007,Mitchel,,Stonnington,-37.84426,144.99154,Private room,68,28,0,,,1,364
41481995,Beachside Retreat for Women,9293062,Niki,,Kingston,-38.04602,145.119,Private room,35,3,3,2020-04-28,0.58,2,80
41486918,"Live, dine, love in Toorak",326596738,Michael,,Stonnington,-37.84271,145.0221,Entire home/apt,150,1,1,2020-01-24,0.14,1,14
41488586,Private room in shared chapel st apartment,222475237,Nick,,Stonnington,-37.83694,144.99418,Private room,32,1,7,2020-04-25,0.96,3,1
41492179,7km to Melbourne Heritage Big Bedroom 2 Leafly St,325738598,Hoa,,Maribyrnong,-37.79501,144.89298,Private room,40,6,4,2020-03-06,0.56,4,354
41492226,Wonderful river view 2 beds apt in Free tram zone,140649405,Michael,,Melbourne,-37.81973,144.95748,Entire home/apt,105,1,8,2020-03-23,1.22,5,0
41492717,7km to Melbourne BigBedroom Leafly St close Shop 6,325738598,Hoa,,Maribyrnong,-37.79288,144.89406,Private room,40,5,1,2020-01-31,0.15,4,324
41493107,7km Melbourne Heritage Leafly 5,325738598,Hoa,,Maribyrnong,-37.7946,144.89361,Private room,40,6,2,2020-03-17,0.34,4,354
41499958,Home in Richmond,236222293,Ling,,Yarra,-37.82735,145.00814,Entire home/apt,207,1,1,2020-02-13,0.16,3,0
41504976,Bayside house with 1 room available short term,298658605,James,,Glen Eira,-37.93399,145.04751,Private room,80,1,0,,,1,0
41506259,Welcome on Welkin,13935618,Joe & Rosie,,Melton,-37.66296,144.57398,Entire home/apt,126,1,12,2020-07-10,1.69,1,233
41506295,Cheap room available(Cragieburn).,231569201,Sukhdev,,Hume,-37.59103,144.92769,Private room,70,2,0,,,1,90
41507045,Glen Iris double (private bathroom) self check-in,204615554,Ruizhu,,Stonnington,-37.85405,145.04827,Private room,68,5,3,2020-03-13,0.43,1,0
41508955,Melbourne Double Bed Room in a Rose Garden House,326105168,Li,,Manningham,-37.78188,145.12989,Private room,49,1,2,2020-02-27,0.34,4,365
41509775,The Principal,137425696,颖莉,,Melbourne,-37.79874,144.95417,Entire home/apt,280,6,0,,,1,30
41511336,❤Snug Studio in CBD/Free WiFi/Free Tram Zone❤,142325689,Domo,,Melbourne,-37.80906,144.96788,Entire home/apt,104,1,4,2020-03-16,0.57,25,0
41512021,Quiet Sanctuary in Fitzroy,25919073,Sally,,Yarra,-37.80611,144.98245,Entire home/apt,250,5,2,2020-02-23,0.29,1,78
41512091,1012N*DOCKLAND PORT VIEW NEW APARTMENT,303232827,Peter,,Melbourne,-37.81997,144.94074,Entire home/apt,154,1,2,2020-03-01,0.28,9,0
41512826,别墅沙发办公桌椅大床房间(A5)Villa Queen Room Sofa Dining Table,237701374,茜,,Whittlesea,-37.69221,145.05954,Private room,27,1,0,,,7,140
41513176,CBD Edge Brand New 1 Bedroom Apartment,111721187,Kate,,Melbourne,-37.81073,144.9515,Entire home/apt,114,2,0,,,2,72
41513180,#CBD#Flinders staition#Clean#Tramstop,24968171,Julia,,Melbourne,-37.81523,144.97206,Private room,70,1,2,2020-01-28,0.29,1,0
41514212,CBD主臥室出租 地理位置優越（獨立衛生間）,241778510,Bobo,,Melbourne,-37.80818,144.96943,Private room,80,2,1,2020-02-26,0.17,2,0
41518214,The Mouth of the Mornington Peninsula - Room 2,2007614,Priscilla,,Frankston,-38.13161,145.13487,Private room,43,1,13,2020-06-30,1.99,2,365
41519776,"市中心CBD,绝不共用,100%全新落成,56层君临天下,King Size,免费电车,免费WiFi",327024003,Mel,,Melbourne,-37.80559,144.96291,Entire home/apt,980,2,3,2020-06-13,0.41,1,70
41531837,CATANI. Prime location walk to Beach and Luna Pk,10708410,Shannon And Angela,,Port Phillip,-37.86227,144.97403,Entire home/apt,112,2,7,2020-07-30,0.99,5,192
41532351,Quaint Pennydale Cottage,25615506,Donna-Jane,,Bayside,-37.96064,145.04571,Entire home/apt,55,2,11,2020-06-30,1.69,1,286
41534562,Beach Front St. Kilda Apartment (room),327168021,Nina,,Port Phillip,-37.8669,144.97519,Private room,110,1,2,2020-03-07,0.29,1,91
41534623,New apartment Private room in Caulfield South,135170860,Danielle,,Glen Eira,-37.88795,145.02142,Private room,75,2,1,2020-03-18,0.19,1,90
41534772,ST KILDA ROAD APT: ***20% OFF NEXT BOOKING***,312102151,Jeff & Melinda,,Port Phillip,-37.83666,144.97452,Entire home/apt,190,2,4,2020-03-09,0.64,1,32
41534822,Melbourne Kew Central Apartment Hotel,327171255,Shelly,,Boroondara,-37.80794,145.02708,Private room,109,2,4,2020-03-07,0.63,1,70
41535382,Stylist 1bed1bath apartment@west melbourne,312453052,Alicia,,Melbourne,-37.81036,144.94939,Entire home/apt,72,1,6,2020-07-26,0.90,7,91
41536311,Bright Brighton Belle,12231588,Sam,,Bayside,-37.89435,144.99748,Entire home/apt,105,3,9,2020-08-15,1.44,1,365
41536683,5 min walk to caulfield station. Private room 超级方便,26619958,Tommy,,Stonnington,-37.87726,145.04786,Private room,42,5,3,2020-02-04,0.41,3,90
41536998,Brand New&bright 1B1BTH APT@MelCBD/free tram/WIFI,302433859,Kathy,,Melbourne,-37.81214,144.95191,Entire home/apt,133,1,1,2020-01-15,0.14,4,365
41539211,1 bedroom corporate stay serviced apartment SY-T,260519270,John,,Stonnington,-37.83861,144.99284,Entire home/apt,110,10,0,,,12,365
41539243,Lovely private room with ensuite in St Kilda,74353596,Guilherme,,Port Phillip,-37.86423,144.9879,Private room,50,20,0,,,1,156
41539390,5mins walk to Caulfield station. Private room超级方便,26619958,Tommy,,Stonnington,-37.87783,145.0476,Private room,40,7,2,2020-01-22,0.27,3,326
41539700,2 bedroom apartment in heart of Chapel St,222475237,Nick,,Stonnington,-37.83815,144.99377,Entire home/apt,60,1,0,,,3,0
41541363,Boutique Abode - Heart of Ivanhoe + Free Parking!,104431444,James,,Banyule,-37.77834,145.03676,Entire home/apt,85,4,6,2020-06-29,0.96,28,27
41542309,New private room with double bed,229359591,Rebecca,,Glen Eira,-37.88326,145.04693,Private room,57,2,7,2020-07-13,0.99,4,180
41542447,Royal Stays | Private Apartment | Full Kitchen | Washer/Dryer | WiFi & More,325485168,Short Stays,,Melbourne,-37.82252,144.96377,Entire home/apt,92,28,1,2020-07-10,0.71,32,0
41542561,RelaxingCosy 3BR2BTHMelbCBD FreeWifiPoolGymTram,68939077,Jun,,Melbourne,-37.81564,144.95319,Entire home/apt,297,1,1,2020-01-18,0.14,2,0
41542630,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Port Phillip,-37.82906,144.95975,Entire home/apt,41,28,0,,,32,339
41542642,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Melbourne,-37.82789,144.95779,Entire home/apt,41,28,0,,,32,342
41542647,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Port Phillip,-37.82917,144.95795,Entire home/apt,82,28,0,,,32,328
41542649,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Melbourne,-37.82789,144.95782,Entire home/apt,82,28,0,,,32,335
41542653,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Port Phillip,-37.82896,144.95884,Entire home/apt,82,28,0,,,32,324
41542663,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Port Phillip,-37.8295,144.95909,Entire home/apt,82,28,0,,,32,351
41542671,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Port Phillip,-37.82907,144.9578,Entire home/apt,51,28,0,,,32,324
41542773,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Melbourne,-37.82815,144.95857,Entire home/apt,64,28,1,2020-04-19,0.24,32,80
41542778,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Melbourne,-37.82694,144.9603,Entire home/apt,82,28,0,,,32,335
41542964,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Melbourne,-37.82836,144.95878,Entire home/apt,41,28,0,,,32,341
41543132,Royal Stays | Private Apartment | Full Kitchen | Washer/Dryer | WiFi & More,325485168,Short Stays,,Melbourne,-37.81361,144.94821,Entire home/apt,82,28,1,2020-08-02,1,32,343
41543148,Royal Stays | Private Apartment | Full Kitchen | Washer/Dryer | WiFi & More,325485168,Short Stays,,Melbourne,-37.81448,144.94872,Entire home/apt,82,28,0,,,32,354
41543190,Royal Stays | Private Apartment | Full Kitchen | Washer/Dryer | WiFi & More,325485168,Short Stays,,Melbourne,-37.82606,144.95584,Entire home/apt,82,28,0,,,32,348
41543394,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Melbourne,-37.82413,144.96388,Entire home/apt,125,28,0,,,32,0
41543401,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Melbourne,-37.82392,144.96445,Entire home/apt,92,28,0,,,32,359
41543411,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Melbourne,-37.82415,144.96236,Entire home/apt,92,28,0,,,32,233
41543417,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Melbourne,-37.82273,144.96455,Entire home/apt,56,28,0,,,32,342
41543448,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Melbourne,-37.82266,144.96218,Entire home/apt,72,28,1,2020-03-25,0.20,32,364
41543500,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Melbourne,-37.82349,144.96269,Entire home/apt,92,28,1,2020-05-19,0.32,32,294
41543509,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Port Phillip,-37.82914,144.95759,Entire home/apt,92,28,0,,,32,358
41543542,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Melbourne,-37.82779,144.95907,Entire home/apt,92,28,0,,,32,334
41543582,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Port Phillip,-37.82854,144.96065,Entire home/apt,56,28,1,2020-05-25,0.34,32,339
41543641,Sanctuary House,327266159,Wendell,,Wyndham,-37.89759,144.77739,Private room,58,1,24,2020-07-28,3.35,1,91
41543789,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Melbourne,-37.82821,144.96037,Entire home/apt,92,28,0,,,32,335
41543831,Royal Stays | Private Apartment | Full Kitchen | Washer/Dryer | WiFi & More,325485168,Short Stays,,Melbourne,-37.81485,144.94819,Entire home/apt,125,28,0,,,32,7
41543841,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Melbourne,-37.81382,144.94761,Entire home/apt,92,28,0,,,32,342
41543872,Royal Stays | Private Apartment | Full Kitchen | Washer/Dryer | WiFi & More,325485168,Short Stays,,Melbourne,-37.82626,144.95577,Entire home/apt,61,28,0,,,32,365
41544147,Royal Stays|Full Kitchen|Washer & Dryer|WiFi & More,325485168,Short Stays,,Port Phillip,-37.82901,144.95964,Entire home/apt,82,28,0,,,32,344
41544935,brand new 1 bed apartment next to southern cross,55704730,Nick,,Melbourne,-37.8124,144.94936,Entire home/apt,99,2,18,2020-07-04,2.48,2,44
41546958,Country family retreat,61010414,Vicki,,Casey,-38.16071,145.25528,Entire home/apt,1000,3,0,,,1,90
41547711,Docklands Melbourne Star 3-bed apartment free tram,121827167,Ning,,Melbourne,-37.8136,144.93718,Entire home/apt,180,3,3,2020-01-27,0.41,1,0
41547774,backyard cottage close to CBD  Big Space,26710806,Effie,,Maribyrnong,-37.81067,144.87112,Entire home/apt,73,5,3,2020-04-08,0.42,3,0
41550297,2 Bedroom 2 Bathroom Lux Apt - Next to The Glen,314668017,Billy @ Domi Serviced Apartments,,Monash,-37.87942,145.16448,Entire home/apt,179,1,12,2020-08-05,2.26,4,364
41562100,602PR Docklands 1 bedroom Gym Pool Spa,182143136,Linda,,Melbourne,-37.81333,144.94056,Entire home/apt,103,2,0,,,16,365
41563630,Unique Loft Style with Tandem Parking & Courtyard,335130912,Ruth,,Yarra,-37.80665,144.99732,Entire home/apt,99,2,8,2020-06-23,1.23,41,236
41564214,Private room in the heart of Melbourne CBD,223107476,Kat & Morgan,,Melbourne,-37.81267,144.96118,Private room,85,2,0,,,1,180
41564445,Eagle view house,196146955,James,,Nillumbik,-37.70953,145.19274,Entire home/apt,400,14,1,2020-03-29,0.20,2,362
41565189,Cozy private room-with free gym access,285915264,Anthony,,Wyndham,-37.85757,144.73851,Private room,39,1,8,2020-07-09,1.15,1,330
41565207,Double room in the heart of St. Kilda,102907422,Jade,,Port Phillip,-37.87105,144.98115,Private room,80,1,0,,,1,90
41565381,Cozy 1 Bedroom in an Awesome Location!,55324450,Bruce,,Melbourne,-37.81406,144.95247,Entire home/apt,84,1,0,,,71,364
41565498,Royal Stays|Near Casino|Wifi|Kitchen|Laundry|Prime Location,181538235,Shahrukh,,Melbourne,-37.82757,144.95946,Entire home/apt,124,1,0,,,34,335
41565514,Royal Stays|Near Casino|Wifi|Kitchen|Laundry|Prime Location,181538235,Shahrukh,,Melbourne,-37.82432,144.96441,Entire home/apt,149,1,0,,,34,364
41566313,One Bedroom Apartment,270134235,Erin,,Hobsons Bay,-37.85815,144.87333,Entire home/apt,202,1,4,2020-03-28,0.66,4,363
41566783,One Bedroom Executive Apartment,270134235,Erin,,Hobsons Bay,-37.85743,144.87383,Entire home/apt,220,1,0,,,4,364
41567011,Three Bedroom Apartment,270134235,Erin,,Hobsons Bay,-37.85671,144.87225,Entire home/apt,388,1,0,,,4,354
41569212,FullofSunlight 3BR2BTHMelbCBD FreeWifiPoolGymTram,68939077,Jun,,Melbourne,-37.81459,144.95445,Entire home/apt,297,1,1,2020-02-07,0.15,2,0
41569355,30F High level 2BDR Amazing view by QV Market,30309380,Ricky,,Melbourne,-37.8089,144.96157,Entire home/apt,297,1,2,2020-02-01,0.28,11,31
41569850,Long Stay Discount! CBD 33F Amazing view 2BDR APT,30309380,Ricky,,Melbourne,-37.80872,144.95967,Entire home/apt,297,1,2,2020-02-27,0.29,11,9
41570488,Brunswick Cottage by the Park,327573538,Greg,,Moreland,-37.77499,144.95122,Entire home/apt,259,2,7,2020-03-17,1.08,1,47
41570571,Entire Quiet Greville Street Apartment and Carpark,175174797,Matt,,Stonnington,-37.8481,144.993,Entire home/apt,173,2,1,2020-01-26,0.14,1,0
41571345,High level CBD 2BR Apt*Fantastic View*Carpark,301818865,Jeff,,Melbourne,-37.81001,144.96082,Entire home/apt,99,1,5,2020-03-18,0.77,13,178
41571552,"Long Stay Discount! CBD 53F 2BDR, full equipment",30309380,Ricky,,Melbourne,-37.80728,144.95948,Entire home/apt,297,1,2,2020-02-09,0.30,11,0
41572327,CHARMING WATERFRONT HOME NEXT TO THE STRAND,327604057,Haocheng,,Hobsons Bay,-37.85642,144.90165,Entire home/apt,100,7,0,,,1,0
